calasanzPFE,public,django_migrations,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,django_content_type,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_permission,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_group,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_group_permissions,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_statistic,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_type,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_user,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_user_groups,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,auth_user_user_permissions,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,django_admin_log,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_foreign_server,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_authid,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_shadow,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statistic_ext_data,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_roles,VIEW,,,,,,NO,NO,
calasanzPFE,public,api_nature,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,api_document,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,api_region,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,api_pays,BASE TABLE,,,,,,YES,NO,
calasanzPFE,public,api_pays_documents,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_settings,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_file_settings,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_hba_file_rules,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_config,VIEW,,,,,,NO,NO,
calasanzPFE,public,django_session,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_cursors,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_user_mapping,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_stat_bgwriter,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_replication_origin_status,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_subscription,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_stat_progress_vacuum,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_progress_cluster,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_attribute,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_proc,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_class,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_attrdef,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_constraint,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_inherits,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_index,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_operator,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_opfamily,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_opclass,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_am,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_amop,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_amproc,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_language,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_largeobject_metadata,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_aggregate,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_stat_progress_create_index,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_user_mappings,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_largeobject,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_statistic_ext,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_rewrite,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_trigger,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_event_trigger,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_description,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_cast,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_enum,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_namespace,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_conversion,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_depend,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_database,BASE TABLE,,,,,,YES,NO,
