calasanzPFE,pg_catalog,pg_db_role_setting,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_tablespace,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_pltemplate,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_auth_members,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_shdepend,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_shdescription,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_ts_config,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_ts_config_map,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_ts_dict,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_ts_parser,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_ts_template,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_extension,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_foreign_data_wrapper,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_foreign_table,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_policy,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_replication_origin,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_default_acl,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_init_privs,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_seclabel,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_shseclabel,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_collation,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_partitioned_table,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_range,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_transform,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_sequence,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_publication,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_publication_rel,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_subscription_rel,BASE TABLE,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_group,VIEW,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_user,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_policies,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_rules,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_views,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_matviews,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_sequences,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stats,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stats_ext,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_publication_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_locks,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_available_extensions,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_available_extension_versions,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_prepared_xacts,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_prepared_statements,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_seclabels,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_sys_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_timezone_abbrevs,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_timezone_names,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_user_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_all_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_xact_all_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_sys_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_xact_sys_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_user_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_xact_user_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_all_tables,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_all_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_sys_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_user_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_all_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_sys_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_user_indexes,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_all_sequences,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_sys_sequences,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_statio_user_sequences,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_activity,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_replication,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_wal_receiver,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_subscription,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_ssl,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_gssapi,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_replication_slots,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_database,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_database_conflicts,VIEW,,,,,,YES,NO,
calasanzPFE,pg_catalog,pg_stat_user_functions,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_xact_user_functions,VIEW,,,,,,NO,NO,
calasanzPFE,pg_catalog,pg_stat_archiver,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,information_schema_catalog_name,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,check_constraint_routine_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,applicable_roles,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,administrable_role_authorizations,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,collation_character_set_applicability,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,attributes,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,check_constraints,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,character_sets,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,collations,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,column_domain_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,column_column_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,column_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,column_udt_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,columns,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,constraint_column_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,schemata,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,constraint_table_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,domain_constraints,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,sql_packages,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,domain_udt_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,sequences,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,domains,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,enabled_roles,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,key_column_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,parameters,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,referential_constraints,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,sql_features,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,role_column_grants,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,routine_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,role_routine_grants,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,routines,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,sql_implementation_info,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,sql_parts,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,sql_languages,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,sql_sizing,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,sql_sizing_profiles,BASE TABLE,,,,,,YES,NO,
calasanzPFE,information_schema,table_constraints,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,table_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,role_table_grants,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,views,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,tables,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,transforms,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,triggered_update_columns,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,_pg_foreign_servers,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,triggers,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,data_type_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,udt_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,role_udt_grants,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,usage_privileges,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,element_types,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,role_usage_grants,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,user_defined_types,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,_pg_foreign_table_columns,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,view_column_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,view_routine_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,view_table_usage,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_server_options,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,column_options,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,_pg_foreign_data_wrappers,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_data_wrapper_options,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_tables,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_data_wrappers,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_servers,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,_pg_foreign_tables,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,foreign_table_options,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,_pg_user_mappings,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,user_mappings,VIEW,,,,,,NO,NO,
calasanzPFE,information_schema,user_mapping_options,VIEW,,,,,,NO,NO,
