0,,0,0,0,34,134377,585192,16914,0,0,0,0,0,0,0,,,0,0,2020-08-01 15:21:12.491343
13318,postgres,1,169,0,328,8130,88189,2830,0,0,0,0,0,0,0,,,0,0,2020-08-01 15:21:12.491230
16393,calasanz,1,259,0,547,25085,261633,9176,0,0,0,0,0,0,0,,,0,0,2020-08-01 16:03:07.158525
1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
13317,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
16638,graticule,1,30,0,309,3411,20960,1923,0,0,0,0,0,0,0,,,0,0,2020-08-01 16:15:53.720886
24842,calasanzPFE,6,5401,1,765,282106,1030495,154465,0,0,0,0,1,4382720,0,,,0,0,2020-08-01 15:21:16.034073
